"Laufende
Nummer";"Regional-
schlüssel";"Gemeinde-
schlüsselnr.";"Vgem-
schlüssel";Bezeichnung;Spalte001;Spalte002;Spalte003;Spalte004;Spalte005;Spalte006;Spalte007;Spalte008;Spalte009;Spalte010;Spalte011;Spalte012;Spalte013;Spalte014;Spalte015;Spalte016;Spalte017;Spalte018;Spalte019;Spalte020;Spalte021;Spalte022;Spalte023;Spalte024;Spalte025;Spalte026;Spalte027;Spalte028;Spalte029;Spalte030;Spalte031;Spalte032;Spalte033;Spalte034;Spalte035;Spalte036;Spalte037;Spalte038;Spalte039;Spalte040;Spalte041;Spalte042;Spalte043;Spalte044;Spalte045;Spalte046;Spalte047;Spalte048;Spalte049;Spalte050;Spalte051;Spalte052;Spalte053;Spalte054;Spalte055;Spalte056;Spalte057;Spalte058;Spalte059;Spalte060;Spalte061;Spalte062;Spalte063;Spalte064;Spalte065;Spalte066;Spalte067;Spalte068;Spalte069;Spalte070;Spalte071;Spalte072;Spalte073;Spalte074;Spalte075;Spalte076;Spalte077;Spalte078;Spalte079;Spalte080;Spalte081;Spalte082;Spalte083;Spalte084;Spalte085;Spalte086;Spalte087;Spalte088;Spalte089;Spalte090;Spalte091;Spalte092;Spalte093;Spalte094;Spalte095;Spalte096;Spalte097;Spalte098;Spalte099;Spalte100;Spalte101;Spalte102;Spalte103;Spalte104;Spalte105;Spalte106;Spalte107;Spalte108;Spalte109;Spalte110;Spalte111;Spalte112;Spalte113;Spalte114;Spalte115;Spalte116;Spalte117;Spalte118;Spalte119;Spalte120;Spalte121;Spalte122;Spalte123;Spalte124;Spalte125;Spalte126;Spalte127;Spalte128;Spalte129;Spalte130;Spalte131;Spalte132;Spalte133;Spalte134;Spalte135;Spalte136;Spalte137;Spalte138;Spalte139;Spalte140;Spalte141;Spalte142;Spalte143;Spalte144;Spalte145
160;9174150;150;;Vierkirchen;19.3842;144.97;12.23;18.67;85.57;72.72;1419.11;184.99;10.42;62.46;262.99;2940;4225;4588;2333;56.054421769;8.591715976;151.702786378;236.738906089;265;399;162;421;276;1251;1026;788;43;42;40;41;1;277;360;244;259;101;300;258;124;1;157;10;0;0;0;0;0;0;0;0;1049;637;412;107;10;419;217;155;248;878;83.6987607244995;1957;1787;91.3132345426673;-909;0;2;12;13;11;5;43;43;2586;707;•;0;32;25;2;•;•;4412;100;4297;97.4;4297;97.4;242;129.2;9;44;18;33;21;19;2;0;25;0;5;20;1167;1893;130;662;1101;9600;•;•;•;7;7;0;7;1;58;51;40;31;47;58;2121;82602.138;38944.9024045262;14011.45;6606.05846298916;2307;539.270687237027;73790;31985.2622453403;5455.66;39.448;455.659;1791.713;3159.523;319.987021415;320.000983194;320.000157262;1208.073516386;765.333923826;1321.012843224;0;40.198885173
161;9174151;151;;Weichs;18.8125;112.78;4.92;6.54;70.48;70.48;1255.55;344.73;15.68;70.57;196.09;2410;3153;3345;1633;38.796680498;6.08943863;128.12333865;177.830940989;192;297;101;324;174;854;755;648;19;22;40;51;-29;209;272;181;218;54;172;144;106;1;130;8;1;611;45;0;0;0;0;0;371;198;173;85;•;171;50;•;123;256;69.0026954177898;1406;1291;91.8207681365576;-1035;0;2;3;8;7;3;23;23;1165;313;20;0;25;13;1;•;•;3238;100;3027;93.5;3027;93.5;142;122.7;3;14;8;8;35;34;1;0;43;1;11;31;928;1353;80;393;880;7307;•;•;•;11;11;0;15;1;152;124;73;18;24;53;1517;61338.947;40434.3750823995;11026.139;7268.38431114041;1683;534.116153602031;53931;32044.5632798574;2770.08;27.891;262.473;312.507;2157.859;300;300;320.00030284;833.859121011;260.577965081;876.983744732;113.334138973;180.583484027
162;9175111;111;;Anzing;16.1754;148.98;6.45;13.24;100.97;100.97;1227.95;72.66;9.72;37.57;270.31;3077;3651;4115;2090;33.734156646;12.708846891;190.173053152;254.326328801;260;369;162;305;220;1170;849;780;32;51;23;25;26;445;424;330;358;66;224;216;129;1;157;10;0;0;0;0;0;0;0;0;1019;677;342;262;•;239;564;141;•;837;82.1393523061825;1609;1427;88.6886264760721;-590;0;6;6;24;7;0;43;43;2012;641;2786;•;43;36;1;•;•;3838;100;3757;97.9;3757;97.9;1365;122.8;6;•;33;54;28;21;1;6;74;15;37;22;1117;1970;153;710;1107;9790;120;4741;17789;22;17;5;20;0;0;0;0;•;7;16;1880;83682.138;44511.7755319149;15997.88;8509.51063829787;1924;536.980184203182;68329;35514.0332640333;4285.846;32.934;435.661;948.3;2861.211;269.995081161;269.99987605;320;1054.84764952;515.34555747;1153.153827221;7.57164869;3.00199005
163;9175112;112;112;Aßling;31.373;182.11;5.78;7.19;122.63;92.8;2015.3;754.72;15.24;34.33;318.83;3319;4252;4438;2204;33.71497439;4.374412041;105.80172139;141.472744661;251;424;192;389;235;1208;947;792;34;38;31;36;2;266;252;208;207;45;153;146;104;2;376;24;0;0;0;0;0;0;0;0;564;281;283;44;6;205;199;60;94;361;64.0070921985816;1726;1524;88.2966396292005;-1163;2;14;15;32;3;0;66;64;3667;1650;23;67;61;37;1;•;•;4280;99.2;3948;91.5;3948;91.5;173;124.2;5;23;7;13;25;21;4;0;41;1;15;25;1192;1846;106;575;1165;10016;•;•;•;10;8;2;10;0;0;0;0;•;12;23;2169;79764.26;36774.6703550023;13011.858;5999.01244813278;2215;515.236101418935;67414;30435.2144469526;4130.226;46.673;338.911;997.188;2738.046;290.002485398;289.999657728;330.000105191;929.602970966;435.273463876;993.537924826;77.427911275;85.769879244
164;9175113;113;114;Baiern;19.967;83.62;3.23;7.1;57.65;57.65;1309.09;515.48;9;11.53;152.2;1048;1412;1431;730;36.545801527;1.345609065;52.478718077;71.657486229;94;131;70;152;85;393;306;200;10;11;13;6;5;95;93;93;76;17;62;49;37;0;0;0;0;0;0;0;0;0;0;0;238;153;85;26;•;112;31;23;•;186;78.1512605042017;547;495;90.4936014625229;-309;2;3;13;24;4;1;47;45;2990;1219;11;402;14;13;0;0;0;1379;98.6;1111;79.4;1111;79.4;137;212.6;8;41;3;3;1;1;0;0;1;0;0;1;323;522;44;138;340;2993;•;•;•;9;5;4;6;0;0;0;0;11;19;11;613;22756.831;37123.704730832;3565.707;5816.81402936378;597;394.580304031725;17141;28711.8927973199;1264.896;33.3;98.689;410.6;720.907;300;300.003039883;299.999451754;887.023842917;595.934081346;1005.687237027;159.550497866;208.672817601
165;9175114;114;114;Bruck;21.5945;69.36;7.85;3.86;68.78;62.54;1310.16;659.62;11.71;28.11;145.73;908;1149;1244;641;37.004405286;8.268059182;42.056507642;57.61926818;81;133;54;103;69;329;264;211;13;12;8;4;8;73;92;64;78;14;62;44;30;0;0;0;0;0;0;0;0;0;0;0;85;66;19;8;•;56;11;5;•;60;70.5882352941177;428;403;94.1588785046729;-343;2;5;13;21;8;0;49;47;3015;1344;0;•;9;10;0;0;0;1194;100;832;69.7;832;69.7;139;137.7;2;•;5;8;2;2;0;0;2;0;0;2;319;467;13;122;332;2731;0;0;0;7;5;2;9;0;0;0;0;0;•;9;514;19906.539;38728.6750972763;3443.132;6698.70038910506;488;418.166238217652;14699;30120.9016393443;925.007;28.487;81.141;189.201;623.643;299.98946925;300;309.998389737;738.233838787;332.65442937;797.001596169;233.494614747;282.091653028
166;9175115;115;;Ebersberg, St;40.8404;320.02;46.83;24.05;165.93;155.33;2049.14;1349.8;71.95;56.32;534.37;8993;11048;11935;5872;32.71433337;8.028602462;220.200783546;292.238001959;661;1072;397;977;657;3154;2540;2477;110;97;98;113;-16;925;1077;779;749;328;552;522;284;2;789;46;1;974;57;0;0;0;0;0;5192;2359;2833;561;19;781;1320;911;2161;3959;76.2519260400616;4539;3308;72.8794888742014;651;5;17;18;30;6;1;77;72;4022;1733;150;159;99;100;6;423;16991;11407;100;10699;93.8;10699;93.8;180;128.7;14;72;15;33;26;19;3;4;66;7;35;24;2774;5295;663;1983;2649;25140;258;21281;40158;69;58;11;94;1;49;46;37;45;86;127;5699;247255.212;43385.7188980523;48448.218;8501.17880329883;5876;515.710022819028;203764;34677.3315180395;18441.643;76.794;1782.014;7932.565;8631.34;399.989582791;399.99955107;360;1572.043559799;990.320262552;1598.481118404;0;0
167;9175116;116;114;Egmating;19.1629;74.86;0.88;74.6;61.76;61.76;662;1031.24;2.2;8.75;212.47;1388;2184;2314;1184;66.714697406;5.952380952;72.442588727;120.772442589;137;209;84;173;98;694;540;379;25;22;15;13;9;133;178;105;156;22;154;138;57;0;0;0;0;0;0;0;0;0;0;0;175;105;70;39;•;32;83;•;26;102;58.2857142857143;909;836;91.969196919692;-734;1;5;5;7;2;2;22;21;472;211;•;•;26;27;1;•;•;2232;100;2225;99.7;2225;99.7;•;131.3;3;8;4;7;5;3;1;1;12;1;7;4;624;986;105;280;601;5008;•;•;•;3;3;0;3;0;0;0;0;0;•;8;1341;50592.194;37727.2140193885;10080.202;7516.92915734526;1403;654.99533146592;43326;30880.9693513899;2244.696;24.288;215.382;251.569;1747.817;300;300;330.001595723;989.288673424;300.341119436;1035.687086822;78.0730187;77.084537889
168;9175118;118;;Forstinning;12.2704;121.66;14.64;8.79;88.55;88.55;878.62;76.49;12.52;25.77;228.06;2638;3478;3683;1852;39.613343442;5.894192064;214.99592502;300.162999185;211;320;154;301;183;1065;793;656;36;30;27;20;10;267;261;209;237;24;207;191;90;1;136;11;0;0;0;0;0;0;0;0;1576;1131;445;226;•;297;898;287;•;1387;88.007614213198;1491;1304;87.458081824279;83;0;3;4;11;3;1;22;22;964;382;0;0;27;41;1;•;•;3554;100;3354;94.4;3354;94.4;•;127.2;9;104;8;13;10;8;0;2;28;13;6;9;1009;1550;108;502;940;8031;151;7440;21507;41;31;10;49;0;0;0;0;•;10;11;1760;78196.604;44429.8886363636;15084.428;8570.69772727273;1826;520.970042796006;65469;35853.7787513691;4887.645;16.321;369.734;1755.556;2738.054;260.012744942;260.00070321;300;1332.146361406;935.734260016;1536.888798038;0;0
169;9175119;119;112;Frauenneuharting;22.6866;86.91;0.63;4.31;57.07;57.07;1652.52;437.39;10.71;19.12;149.18;1115;1433;1517;784;36.053811659;5.861828332;49.140590569;66.85764654;105;151;71;144;94;408;306;238;19;23;20;9;14;100;113;141;114;-1;120;88;50;1;95;6;0;0;0;0;0;0;0;0;197;140;57;12;6;117;38;•;•;143;72.5888324873097;605;551;91.0743801652893;-408;4;12;14;29;9;0;68;64;5003;2284;6;205;34;22;1;•;•;1504;100;1005;66.8;1005;66.8;•;125.7;3;29;3;18;2;2;0;0;3;0;1;2;352;532;30;128;374;3120;•;•;•;6;4;2;4;0;0;0;0;•;5;12;651;22351.937;34334.7726574501;3196.168;4909.62826420891;600;406.779661016949;17171;28618.3333333333;1174.498;29.432;82.383;338.12;722.103;249.995752994;319.996115751;329.999339094;782.998666667;396.152;836.666666667;244.770523594;273.276595745
170;9175121;121;114;Glonn, M;30.2422;162.97;5.85;12.69;102.83;101.3;1543.1;1145.94;19.83;31.01;283.17;3706;4622;5081;2534;37.101996762;9.930765902;122.552910053;168.022486772;312;515;199;383;212;1447;1019;994;51;46;83;70;-24;458;460;350;320;140;316;300;147;2;347;22;0;0;0;0;0;0;0;0;1544;807;737;338;18;497;412;192;425;1101;71.3082901554404;1910;1468;76.8586387434555;-367;1;13;16;10;6;2;48;47;2173;1041;•;474;54;50;4;426;13681;4801;99.3;4455;92.1;4455;92.1;366;141.5;8;38;21;42;18;15;2;1;22;2;3;17;1160;2076;187;744;1145;10223;•;•;•;26;24;2;33;1;164;164;140;14;21;54;2328;101577.279;43632.8518041237;18721.563;8041.90850515464;2320;522.640234287001;78000;33620.6896551724;4836.288;41.721;483.438;996.462;3305.467;300;300;300;963.595935445;437.60390516;1051.688981869;123.768507157;127.406929895
171;9175122;122;;Grafing b.München, St;29.584;306.13;6.88;85.73;162.23;130.42;1628.3;702.55;18.01;48.57;563.79;11039;12781;13480;6581;22.112510191;5.469055629;373.191345504;455.713319811;706;1159;485;1124;755;3594;2886;2771;128;100;95;119;-19;1098;1092;864;969;123;559;512;310;2;650;43;1;63;13;1;1145;79;0;0;2708;1146;1562;311;34;614;764;508;788;1790;66.1004431314623;5163;4245;82.2196397443347;-2455;3;9;15;29;3;0;59;56;2672;1161;•;41;149;154;6;467;9767;12984;99.9;11584;89.1;11584;89.1;975;131;11;62;11;25;14;9;2;3;46;11;19;16;3319;6161;693;2374;3094;29036;92;4178;10680;61;51;10;62;1;40;40;70;25;79;104;6534;268203.362;41047.3464952556;50138.446;7673.46893174166;6591;512.320248736883;218796;33196.1766044606;13817.523;35.051;1268.814;3399.034;9091.957;250.007132668;300;330.000023767;1029.391566714;478.234671832;1098.473813604;77.103574702;79.047946742
172;9175123;123;;Hohenlinden;17.3198;134.46;10.2;8.06;70.99;70.99;892.54;590.18;2.5;23.05;215.54;2149;2869;3057;1581;42.25221033;6.552805856;124.076212471;176.501154734;185;275;99;278;225;849;669;477;36;26;19;26;0;273;206;220;195;11;128;113;81;1;94;10;0;0;0;0;0;0;0;0;1054;694;360;165;•;416;373;176;•;828;78.5578747628083;1383;1159;83.8033261026753;-331;1;9;18;12;0;0;40;39;1013;341;45;0;25;41;3;254;9725;2954;100;2513;85.1;2513;85.1;•;143.8;7;41;6;10;3;2;0;1;6;0;-1;7;787;1221;68;406;747;6376;72;4626;8985;28;25;3;44;0;0;0;0;3;7;9;1444;55109.733;38164.6350415512;9148.97;6335.85180055401;1531;542.52303330971;45591;29778.5760940562;3240.249;33.269;292.955;1007.686;1900.519;269.996753774;269.999631343;289.999716891;1066.573074391;719.175444371;1238.123436471;0;0
173;9175124;124;;Kirchseeon, M;17.913;229.27;22.34;9.13;104.54;79.87;590.61;808.17;3.64;23.6;349.92;7255;9621;10446;5395;43.983459683;8.574992205;405.080960357;583.24958124;563;938;330;927;667;2998;2110;1913;105;96;104;93;3;1091;1414;1101;1045;369;463;415;250;2;493;30;0;0;0;1;1167;75;0;0;2124;1202;922;360;3;338;473;241;1069;1624;76.4595103578155;4234;3738;88.2853094000945;-2114;1;3;3;9;3;1;20;19;666;293;49;172;110;131;2;•;•;10009;100;10009;100;10009;100;541;128.1;7;243;36;51;25;22;1;2;52;1;24;27;2066;4566;630;2092;1844;19871;•;•;•;38;32;6;41;2;119;115;117;61;79;132;4742;183379.39;38671.3180092788;32089.194;6767.01687051877;5062;527.676430730741;162102;32023.3109442908;9062.786;23.649;1124.84;1295.946;6595.059;389.990105541;389.999341241;329.999722128;897.127895466;286.159671352;914.464066521;155.168707077;180.777799881
174;9175127;127;;Markt Schwaben, M;10.8615;199.05;6.85;26.31;79.52;64.76;643.85;90.96;10.16;29.45;314.08;8719;12105;13333;6742;52.918912719;10.14456836;802.854511971;1227.716390424;912;1154;384;1139;826;4130;2558;2230;150;149;112;162;-13;1335;1675;1195;1220;455;813;673;379;2;700;48;1;708;46;1;1153;77;0;0;4652;2751;1901;579;•;1253;2067;•;889;3847;82.6956147893379;5722;4919;85.9664452988466;-1072;0;1;1;2;3;1;8;8;121;•;0;0;74;69;7;1046;51844;12558;99.7;12407;98.5;12407;98.5;709;134.2;13;84;17;70;16;12;0;4;83;53;18;12;2268;5976;1067;2829;2080;24559;135;9053;18309;27;22;5;25;3;187;174;141;40;78;106;6354;248296.401;39077.1798866856;44369.06;6982.85489455461;6850;575.098648308286;223147;32576.204379562;15205.657;12.728;1423.848;4391.836;9364.712;329.997407311;349.999754187;330.000073074;1178.824482518;600.659353438;1247.016900535;5.599622137;0
175;9175128;128;114;Moosach;18.2079;71.63;1.87;4.7;57.57;57.57;689.69;939.2;29.93;26.2;135.76;1100;1429;1532;769;39.272727273;7.207837649;60.406370126;84.129599121;85;169;65;115;82;451;342;223;14;8;9;7;1;141;122;108;130;-8;98;78;56;2;313;26;0;0;0;0;0;0;0;0;520;268;252;99;13;48;378;11;70;452;86.9230769230769;605;537;88.7603305785124;-85;1;5;5;8;2;0;21;20;392;164;0;0;15;16;0;0;0;1495;100;1250;83.6;1250;83.6;120;137.4;0;0;3;4;1;0;1;0;2;0;2;0;393;633;42;236;355;3263;0;0;0;10;9;1;14;0;0;0;0;•;6;•;697;34180.214;49039.0444763271;7030.426;10086.6944045911;703;481.177275838467;26941;38322.9018492176;1460.974;25.525;135.623;216.658;1079.838;300.011753644;299.997788002;299.999106529;944.391725921;403.321913381;1024.34841629;66.146666667;49.614035088
176;9175131;131;114;Oberpframmern;18.4721;81.68;6.99;5.81;60.19;60.19;574.56;1109.32;0.9;7.76;154.07;1522;2191;2380;1245;56.373193167;8.626198083;82.403898213;128.85760693;132;239;82;192;119;646;576;394;22;23;9;23;0;174;203;146;192;11;125;106;57;1;192;9;0;0;0;0;0;0;0;0;529;343;186;65;6;206;150;143;24;411;77.6937618147448;953;835;87.6180482686254;-424;1;5;3;7;2;0;18;17;396;189;0;•;38;24;4;270;13542;2322;100;2266;97.6;2266;97.6;300;131;7;43;6;8;1;1;0;0;4;1;1;2;662;979;63;288;628;5270;•;•;•;8;6;2;6;0;0;0;0;•;•;•;1094;56646.029;51778.8199268739;11802.877;10788.7358318099;1138;520.109689213894;42912;37708.2601054481;3866.998;20.031;256.085;1740.357;1845.13;269.995956328;270.000843473;310.000053445;1625.472047079;1345.450189155;1877.327028163;0;0
177;9175132;132;;Vaterstetten;34.0843;568.05;11.94;40.73;274.67;264.23;1966.75;512.46;4.03;29.8;894.59;17843;21069;22768;11099;27.601860674;8.063980255;523.562206573;668.075117371;1335;2091;777;1654;1031;6044;4615;5221;192;190;218;232;-42;1953;2180;1752;1647;533;1422;1325;656;5;982;63;1;1109;69;1;1532;99;0;0;5884;2970;2914;1426;183;1105;2567;941;1088;4876;82.8687967369137;8193;7190;87.7578420602954;-2314;4;7;5;25;8;4;53;49;778;356;20;6;344;310;5;569;20479;21892;100;21892;100;21892;100;•;125.9;16;142;52;94;57;45;2;10;120;10;40;70;6215;10215;1199;3264;5752;50991;830;72156;145124;141;108;33;156;2;293;279;218;108;132;247;11023;600045.751;54435.7934319151;134531.276;12204.5972965617;10957;496.465790666063;459243;41913.206169572;30565.6;73.233;3668.939;7651.781;19117.498;329.997296323;389.999829924;320.000045339;1358.893878095;680.174454275;1430.992397635;2.917010006;0
178;9175133;133;;Pliening;22.786;161.33;21.32;6.31;87.47;87.47;1593.8;113.64;244.61;50.12;263.54;3296;5089;5349;2688;62.287621359;5.109058754;144.624835454;234.708205353;327;554;177;387;281;1653;1185;785;55;57;26;31;26;381;426;350;393;33;361;330;167;1;218;14;0;0;0;0;0;0;0;0;1144;692;452;196;24;338;553;150;79;952;83.2167832167832;2356;2165;91.893039049236;-1213;2;7;13;28;6;2;58;56;1851;668;15;52;75;73;3;125;4218;5204;100;5068;97.4;5068;97.4;•;126.4;5;45;16;29;5;3;1;1;19;3;10;6;1430;2336;202;818;1316;11713;163;13885;29969;23;15;8;20;0;0;0;0;6;4;16;2633;129958.783;49357.6843904292;25099.607;9532.7030003798;2751;533.242876526459;105257;38261.3595056343;7020.611;49.667;639.804;1774.495;4546.178;299.993959894;300;330.000042347;1320.408312958;665.706225315;1414.779763024;0;0
179;9175135;135;;Poing;12.9219;266.19;6.62;90.6;94.62;84.65;718.63;91.27;4.28;19.98;458.06;6152;13182;14596;7269;137.256176853;10.726748597;476.160990712;1129.721362229;1120;1648;435;1002;808;4959;2620;2004;181;166;68;84;82;1235;1413;1058;1353;60;1126;1032;605;3;1036;77;1;627;42;0;0;0;0;0;5729;3361;2368;924;•;1590;2389;•;941;4832;84.3428172455926;6768;5873;86.7760047281324;-1041;1;0;3;4;4;1;13;12;690;•;•;722;159;115;3;•;•;13882;100;13883;100;13883;100;•;136.2;11;85;7;21;185;184;0;1;193;0;17;176;2634;6427;1042;3044;2341;26747;•;•;•;41;33;8;38;1;39;39;51;13;37;56;7112;307997.921;43306.7942913386;57577.073;8095.76392013498;7838;583.836126629423;282202;36004.337841286;23148.426;25.251;2087.551;8763.187;12242.035;349.979209979;350.00008383;300.000027591;1601.413075061;1102.118228987;1803.069802836;0;0
180;9175136;136;112;Emmering;17.2242;81.83;2.37;3.06;43.6;43.6;1356.32;203.35;20.1;11.79;131.08;1205;1450;1531;772;27.053941909;5.586206897;69.976771196;88.908246225;93;141;72;142;88;428;312;255;17;20;16;8;12;113;120;80;100;20;50;34;24;0;0;0;0;0;0;0;0;0;0;0;99;71;28;8;•;38;15;39;•;61;61.6161616161616;565;527;93.2743362831858;-466;3;8;14;29;0;0;54;51;3579;1650;•;•;18;7;0;0;0;1456;99.2;1097;74.7;1097;74.7;122;118.5;4;25;1;1;0;0;0;0;0;-1;1;0;392;577;18;147;412;3413;0;0;0;5;3;2;7;0;0;0;0;0;4;10;689;23849.711;34614.9651669086;3127.318;4538.92307692308;669;464.583333333333;18430;27548.5799701046;962.67;29.274;83.616;114.405;732.96;320.00437254;320;300;635.845442536;206.147291942;670.949141347;265.517053206;296.564956696
181;9175137;137;;Steinhöring;36.2948;173.64;3.33;183.02;106.84;102.03;2225.48;877.79;21.91;37.47;468.22;3068;3884;4035;2032;31.518904824;3.887744593;84.541195922;111.187655001;216;367;145;378;213;1119;937;660;43;24;22;23;1;293;356;246;323;33;225;184;103;1;141;12;0;0;0;0;0;0;0;0;1095;503;592;59;27;191;145;50;682;742;67.7625570776256;1716;1365;79.5454545454546;-623;4;21;16;24;10;0;75;71;3475;1544;•;358;38;47;1;•;•;3850;99.7;3215;83.3;3215;83.3;92;137.3;8;25;7;10;4;3;1;0;9;1;3;5;971;1647;107;618;922;8349;•;•;•;17;12;5;18;0;0;0;0;136;136;207;1954;70817.804;36242.4790174002;11748.939;6012.76305015353;1994;509.713701431493;58447;29311.4343029087;3459.599;52.425;282.17;628.69;2489.504;319.996337667;320.000453628;319.999844323;853.589686652;335.867258821;902.356279299;159.410718821;158.268298776
182;9175139;139;;Zorneding;23.7783;171.47;10.95;22.91;126.6;116.14;839.46;1186.55;1.43;18.46;328.39;6743;8669;9156;4500;35.785258787;5.617718307;283.557611438;385.029436501;491;802;296;720;477;2455;1929;1986;86;73;91;106;-33;687;884;578;730;154;467;401;219;1;327;22;0;0;0;0;0;0;0;0;1489;729;760;236;5;205;557;444;277;1178;79.1134989926125;3605;3294;91.373092926491;-2116;1;1;7;4;8;0;21;20;533;•;0;27;94;106;3;94;3405;8846;100;8844;100;8844;100;4603;117.7;3;26;40;43;6;6;0;0;14;2;8;4;2319;4120;469;1483;2168;19789;210;14174;29318;29;24;5;31;1;120;111;93;8;33;49;4634;224559.139;48459.0287009063;45849.198;9894.0867501079;4808;544.137618832051;187041;38902.0382695508;10003.54;24.358;771.229;1462.89;7731.833;250.00513189;249.999675842;299.999837275;1085.453559028;383.193359375;1180.841796875;4.621454994;5.29228043
183;9175444;444;;Gemeindefreie Gebiete;75.6052;2.94;5.16;33.56;219.12;219.12;62.57;7216.48;1.43;19.26;256.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;•;•;•;•;•;•;•;•;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
184;9176111;111;118;Adelschlag;51.9832;135.18;34.63;5.64;199.67;179.13;2318.75;2428.14;3.99;72.32;370.74;2280;2795;2948;1491;29.298245614;5.474060823;43.86302424;56.714120816;188;278;90;254;202;779;684;473;39;34;18;15;19;196;139;155;167;-28;135;112;80;1;100;7;0;0;0;0;0;0;0;0;177;112;65;14;•;62;12;•;25;131;74.0112994350283;1304;1258;96.4723926380368;-1127;2;4;15;17;12;3;53;51;1045;245;2307;278;30;18;0;0;0;2849;100;2710;95.1;2710;95.1;•;113.5;2;•;14;21;12;11;1;0;15;0;3;12;940;1182;26;224;932;7342;•;•;•;10;9;1;15;0;0;0;0;0;10;16;1398;50512.129;36131.708869814;7814.636;5589.86838340486;1531;549.92816091954;45354;29623.7753102547;2299.464;64.556;148.39;286.973;1797.407;340.001053352;319.999137411;320.001142868;771.891238671;214.328298087;801.2306143;194.268140981;223.243828204
185;9176112;112;;Altmannstein, M;114.1761;378.32;23.28;17.55;416.98;416.98;5579.81;4759.91;12.38;229.38;830.72;6145;6775;6958;3538;13.230268511;2.701107011;53.818532142;60.938868453;360;623;237;582;427;1809;1595;1325;50;62;61;67;-5;398;434;329;319;115;246;217;149;4;406;28;0;0;0;0;0;0;0;0;617;312;305;59;31;154;141;109;182;268;43.4359805510535;2935;2587;88.1431005110733;-2319;5;12;51;48;22;10;148;143;3404;1148;3584;187;46;40;0;0;0;6858;100;6732;98.2;6732;98.2;411;129.8;10;77;20;25;24;22;2;0;32;1;3;28;2344;2958;64;666;2228;17935;83;1773;5130;22;16;6;21;1;50;50;42;7;8;30;3384;113229.084;33460.1312056738;16783.678;4959.71572104019;3637;537.620103473762;103934;28576.849051416;5254.5;131.557;357.485;768.691;3986.667;300.002280398;299.999160806;300.000310522;763.513513514;264.41761116;815.019616391;210.827444052;211.956191589
186;9176114;114;;Beilngries, St;100.0658;418.27;50.69;76.09;496.95;488.34;5361.32;3292.84;83.4;227.02;1010.79;7076;8736;9258;4810;30.836630865;5.975274725;70.710502648;92.515239332;552;745;299;820;678;2545;2035;1584;86;118;86;87;31;534;715;448;472;243;355;263;215;2;548;39;1;579;37;1;767;51;0;0;3067;1660;1407;297;24;1449;734;321;539;1758;57.3198565373329;4007;2700;67.3820813576242;-942;3;20;55;41;22;9;150;147;2223;883;6990;561;56;46;11;1189;39725;8856;100;8824;99.6;8824;99.6;529;136.1;14;218;48;130;9;5;3;1;26;7;10;9;2659;4013;265;1207;2541;21975;1244;93141;209999;40;31;9;40;1;75;74;63;5;30;40;4384;153331.476;34975.2454379562;23598.798;5382.9375;4684;535.436671239141;135234;28871.4773697694;7783.099;145.102;875.447;1294.568;5444.832;330.002274278;329.999962305;330.000104422;855.191627294;484.635644435;912.629491265;22.703383163;56.083713681
187;9176116;116;116;Böhmfeld;16.2667;50.95;6.69;3.86;58.47;58.47;671.74;806.45;0.24;28.27;116.34;1086;1613;1644;860;51.38121547;1.921884687;66.748617087;101.044867855;105;164;60;137;87;446;417;228;13;12;6;13;-1;88;78;82;73;5;157;101;41;0;0;0;0;0;0;0;0;0;0;0;147;51;96;10;•;•;23;•;•;112;76.1904761904762;674;639;94.8071216617211;-527;1;4;5;3;0;1;14;13;45;•;76;149;11;14;1;•;•;1620;100;1620;100;1620;100;377;93;1;•;5;5;5;4;1;0;7;1;1;5;507;655;9;132;514;3897;•;•;•;3;3;0;6;0;0;0;0;0;3;11;797;32147.439;40335.5570890841;5597.277;7022.93224592221;929;572.749691738594;30922;33285.2529601722;1481.573;20.368;78.654;140.97;1238.968;350.025777625;349.993325324;350.000975438;894.129752565;180.564876282;905.085697043;107.105101414;148.009756098
