"Laufende
Nummer";"Regional-
schlьssel";"Gemeinde-
schlьsselnr.";"Vgem-
schlьssel";Bezeichnung;Spalte001;Spalte002;Spalte003;Spalte004;Spalte005;Spalte006;Spalte007;Spalte008;Spalte009;Spalte010;Spalte011;Spalte012;Spalte013;Spalte014;Spalte015;Spalte016;Spalte017;Spalte018;Spalte019;Spalte020;Spalte021;Spalte022;Spalte023;Spalte024;Spalte025;Spalte026;Spalte027;Spalte028;Spalte029;Spalte030;Spalte031;Spalte032;Spalte033;Spalte034;Spalte035;Spalte036;Spalte037;Spalte038;Spalte039;Spalte040;Spalte041;Spalte042;Spalte043;Spalte044;Spalte045;Spalte046;Spalte047;Spalte048;Spalte049;Spalte050;Spalte051;Spalte052;Spalte053;Spalte054;Spalte055;Spalte056;Spalte057;Spalte058;Spalte059;Spalte060;Spalte061;Spalte062;Spalte063;Spalte064;Spalte065;Spalte066;Spalte067;Spalte068;Spalte069;Spalte070;Spalte071;Spalte072;Spalte073;Spalte074;Spalte075;Spalte076;Spalte077;Spalte078;Spalte079;Spalte080;Spalte081;Spalte082;Spalte083;Spalte084;Spalte085;Spalte086;Spalte087;Spalte088;Spalte089;Spalte090;Spalte091;Spalte092;Spalte093;Spalte094;Spalte095;Spalte096;Spalte097;Spalte098;Spalte099;Spalte100;Spalte101;Spalte102;Spalte103;Spalte104;Spalte105;Spalte106;Spalte107;Spalte108;Spalte109;Spalte110;Spalte111;Spalte112;Spalte113;Spalte114;Spalte115;Spalte116;Spalte117;Spalte118;Spalte119;Spalte120;Spalte121;Spalte122;Spalte123;Spalte124;Spalte125;Spalte126;Spalte127;Spalte128;Spalte129;Spalte130;Spalte131;Spalte132;Spalte133;Spalte134;Spalte135;Spalte136;Spalte137;Spalte138;Spalte139;Spalte140;Spalte141;Spalte142;Spalte143;Spalte144;Spalte145
1053;9376178;178;339;Winklarn, M;33,6957;34,25;12,03;6,71;114,37;114,36;1738,77;1178,46;100,64;66,9;238,76;1417;1433;1409;706;-0,564573042;-1,674808095;42,04747774;41,81008902;68;140;40;106;69;387;311;288;13;6;15;10;-4;47;62;58;53;9;87;65;51;1;89;5;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;260;178;82;18;5;174;43;13;25;183;70,38461538;545;468;85,87155963;-285;2;18;17;14;8;1;60;58;1878;Х;483;Х;6;5;2;Х;Х;1412;100;1341;95;1341;94,97167139;103;125,8;4;28;4;4;5;5;Ц;Ц;6;Ц;Ц;6;467;630;17;192;421;3675;Х;Х;Х;3;2;1;3;0;0;0;0;Ц;Х;4;669;21140,502;31600,15247;2644,85;3953,437967;683;480,9859155;17752;25991,21523;955,482;28,041;75,435;229,369;620,787;319,993153;320,005939;319,9987104;680,058363;335,0989324;728,2619217;414,1067616;404,4665718
1054;9376444;444;;Gemeindefreie Gebiete;6,6067;Ц;Ц;Ц;11,98;11,98;1,32;647,22;Ц;Ц;11,98;Ц;0;Ц;Ц;Ц;Ц;0;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;0;0;0;0;0;0;0;0;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;0;0;0;0;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц
1055;9377112;112;;Bдrnau, St;74,4069;83,47;23,78;21,21;302,93;302,94;3426,42;3189,59;68,53;152,28;569,24;3663;3307;3190;1662;-12,91291291;-3,537949803;49,2272544;42,87058191;135;221;94;266;169;732;847;726;29;22;35;30;-8;126;153;169;132;21;99;76;50;1;73;4;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;615;320;295;127;37;237;198;46;97;375;60,97560976;1294;1054;81,45285935;-679;0;24;21;23;16;6;90;90;3903;1524;3069;108;15;14;3;141;2666;3093;96,2;2815;87,6;2769;86,12752722;361;126,3;3;14;Ц;10;1;1;Ц;Ц;4;1;-1;4;1081;1573;46;514;1013;8650;139;5406;13742;9;6;3;10;0;0;0;0;3;23;29;1568;49777,916;31746,1199;6996,672;4462,163265;1643;515,5318481;41342;25162,50761;2299,836;61,718;235,637;600,465;1394,486;319,9979261;319,9980988;329,9999128;722,7642992;381,2152734;770,4085481;411,8793212;418,5569221
1056;9377113;113;349;Brand;10,2854;40,57;15,73;6,41;39,06;39,06;292;560,46;8,76;40,93;120,22;1223;1186;1169;580;-4,415372036;-1,433389545;129,0084388;113,6054422;59;83;30;93;62;297;288;257;16;8;9;12;-4;92;65;102;67;-2;63;50;30;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;480;325;155;31;Ц;Х;Х;Х;24;385;80,20833333;494;399;80,76923077;-14;0;2;3;4;1;0;10;10;159;Х;Х;Ц;11;6;2;Х;Х;1201;100;1170;97,4;1170;97,41881765;Ц;111,5;1;Х;2;2;2;2;Ц;Ц;2;Ц;Ц;2;376;620;56;189;375;3202;Х;Х;Х;2;2;Ц;5;0;0;0;0;Х;7;12;610;19575,187;32090,47049;3091,15;5067,459016;658;558,1000848;16770;25486,32219;1349,727;8,492;142,359;590,792;604,874;359,9830437;345,0039987;329,9993276;1157,570326;860,9734134;1255,044597;353,8627787;325,9669852
1057;9377115;115;349;Ebnath;11,035;39,82;5,32;3,3;44,54;44,18;402,56;512,17;10,62;55,22;114,02;1495;1336;1272;620;-14,91638796;-4,790419162;135,4166667;115,2173913;53;87;37;75;67;320;361;272;11;6;18;18;-12;52;49;49;53;-4;64;45;27;2;270;19;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;162;99;63;9;Х;81;31;8;Х;98;60,49382716;531;467;87,9472693;-369;1;6;2;1;2;0;12;11;225;59;Х;Х;11;9;1;Х;Х;1295;100;1264;97,6;1264;97,60617761;Ц;105,5;1;Х;1;1;1;1;Ц;Ц;3;1;Ц;2;438;675;14;254;407;3572;Х;Х;Х;1;Ц;1;Ц;0;0;0;0;3;6;10;649;18879,437;29090,0416;2431,265;3746,171032;679;530,8835027;17522;25805,59647;803,989;10,123;106,018;96,609;589,474;365,0558961;349,9983493;349,9982402;624,2150621;182,2725155;637,7368012;458,8043478;397,6178344
1058;9377116;116;;Erbendorf, St;67,5576;120,7;49,36;18,49;235,51;234,43;2160,16;3853,97;29,62;147,46;515,94;4964;5220;5097;2543;2,679290894;-2,356321839;73,47542925;75,44404973;252;415;169;408;298;1257;1148;1150;47;41;68;84;-43;269;283;281;259;24;298;291;153;2;320;27;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;1984;1111;873;100;21;1138;304;108;413;1241;62,55040323;2066;1324;64,08518877;-83;2;14;6;34;10;2;68;66;2934;1226;1175;Х;29;25;6;664;21442;5074;98,9;4530;88,3;4530;88,30409357;62;120,6;13;278;7;17;4;2;2;Ц;6;1;1;4;1433;2435;132;924;1379;12538;345;10527;52576;14;11;3;11;2;165;159;143;29;51;91;2556;78483,897;30705,75;11507,31;4502,077465;2707;527,0638629;66275;24482,82231;4090,55;47,968;512,577;1047,358;2474,982;350,0036483;349,9989758;330,0002209;800,6557056;419,9632022;846,184772;352,9011548;375,8556213
1059;9377117;117;351;Falkenberg, M;39,2591;21,1;3,77;2,2;138,18;138,18;1433,42;1930,78;148,83;130,29;212,69;946;974;951;474;0,528541226;-2,361396304;24,09577178;24,22312787;52;84;26;97;48;241;228;175;15;9;9;8;1;27;35;31;29;6;30;24;21;1;31;2;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;301;224;77;11;11;19;Х;Х;Х;247;82,05980066;384;330;85,9375;-83;0;5;6;10;11;1;33;33;1946;770;Х;Ц;3;4;Ц;Ц;Ц;917;98,3;857;91,9;720;77,17041801;26;122,2;Ц;Ц;1;2;6;5;1;Ц;5;Ц;-2;7;290;431;10;108;313;2493;Х;Х;Х;6;4;2;10;0;0;0;0;Ц;5;9;465;18751,635;40326,09677;3521,761;7573,67957;502;523,4619395;16523;32914,34263;1162,575;32,316;70,394;556,083;502,872;390,0072411;359,9979544;326,9996338;1209,755463;970,1144641;1319,35692;22,45577523;41,04016913
1060;9377118;118;;Friedenfels;16,2819;37,37;7,29;4,46;50,83;50,82;571,38;844,98;22,25;49,82;122,82;1444;1279;1256;641;-13,01939058;-1,798279906;88,6977887;77,14987715;50;88;31;121;61;307;313;285;5;8;11;14;-6;101;84;101;83;1;40;41;35;1;28;2;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;196;131;65;13;Ц;105;44;Х;Х;107;54,59183673;524;436;83,20610687;-329;0;6;1;6;2;1;16;16;315;98;48;Х;4;8;1;Х;Х;1269;100;1127;88,8;1127;88,81008668;7;120,6;2;Х;1;1;1;1;Ц;Ц;1;Ц;-1;2;397;659;28;250;381;3469;124;2208;18902;2;2;Ц;2;0;0;0;0;Х;Х;6;667;19060,416;28576,33583;2684,264;4024,383808;704;558,7301587;16586;23559,65909;795,76;13,719;111,873;121,219;546,739;369,9838188;359,9980692;349,9977171;632,5596184;237,3767886;646,4745628;434,7853736;454,3280255
1061;9377119;119;;Fuchsmьhl, M;14,8334;43,37;6,48;6,23;58,87;58,88;437,13;872,76;11,29;21,71;135,62;1732;1667;1566;763;-9,584295612;-6,058788242;116,79029;105,5967633;64;94;38;124;85;366;441;354;12;8;28;24;-16;86;66;80;93;-27;62;53;32;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;202;92;110;19;Х;Х;15;22;Х;137;67,82178218;646;581;89,9380805;-444;0;5;7;3;1;0;16;16;230;91;Х;Х;6;6;Ц;Ц;Ц;1592;99,1;1450;90,3;1450;90,2864259;35;108,1;Ц;Ц;1;2;2;1;1;Ц;3;Ц;Ц;3;504;833;27;333;473;4283;62;986;3015;4;3;1;3;1;51;48;42;6;15;28;821;25293,313;30807,93301;3502,81;4266,516443;896;541,3897281;23019;25690,84821;1048,076;14,372;126,631;130,112;773,801;374,9543439;360,0028429;329,9989361;653,0068536;203,7850467;670,3457944;476,1021807;488,2959184
1062;9377127;127;;Immenreuth;26,4201;55,64;25,51;13,42;113,79;99,79;793,29;1476,66;44,09;45,5;254,16;1890;1881;1942;992;2,751322751;3,242955875;74,55621302;73,50492051;124;186;60;135;113;512;469;343;13;22;19;17;5;128;180;131;118;62;99;93;66;1;100;5;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;576;372;204;20;Ц;412;19;5;140;405;70,3125;809;638;78,86279357;-233;0;6;12;6;3;1;28;28;849;Х;29;329;12;11;2;Х;Х;1883;99,9;1639;86,9;1639;86,94960212;107;120,4;6;114;2;2;1;1;Ц;Ц;2;Ц;Ц;2;562;926;78;284;564;4942;Х;1012;3002;5;4;1;4;0;0;0;0;3;6;18;965;37654,931;39020,65389;5654,307;5859,385492;1057;569,1976306;27824;26323,55724;1527,725;24,75;168,082;301,5;1028,551;360;339,9991909;360,0010875;816,9652406;337,1213904;835,9433155;388,6673797;399,9854015
1063;9377128;128;348;Kastl;24,7421;36,07;9,97;6,35;90,49;82,39;1079,36;1126,27;21,09;45,9;180,19;1240;1417;1385;710;11,69354839;-2,258292167;50,12126112;55,98221504;87;132;47;96;92;371;344;216;15;10;7;13;-3;44;46;67;36;10;97;97;47;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;199;148;51;Х;Х;Х;Х;17;Х;149;74,87437186;650;600;92,30769231;-451;0;4;9;5;6;0;24;24;785;Х;Ц;Х;12;8;2;Х;Х;1391;99,9;1359;97,6;1359;97,62931034;83;121,8;4;31;3;5;2;Ц;2;Ц;5;2;3;Ц;425;652;29;160;463;3789;Ц;Ц;Ц;6;4;2;6;0;0;0;0;Ц;3;10;717;29650,998;41354,25105;5231,464;7296,32357;811;579,2857143;24824;30609,12454;1264,163;20,759;94,392;284,827;863,454;274,9900649;275,0029134;320,0007714;910,7802594;465,065562;993,4863112;147,2910663;134,8653708
1064;9377129;129;348;Kemnath, St;56,7953;134,45;56,12;18,18;272,78;269,7;3053,27;1659,97;121,83;154,94;596,93;5045;5297;5414;2654;7,314172448;2,208797433;88,82042254;95,31690141;310;435;159;447;329;1463;1234;1037;45;54;68;71;-17;345;302;323;270;32;253;264;147;2;429;32;1;894;62;Ц;Ц;Ц;Ц;Ц;3309;1919;1390;279;Х;1991;480;323;Х;2492;75,30976126;2307;1492;64,67273515;1000;1;18;29;23;14;2;87;86;2582;866;64;145;40;31;3;Х;Х;5381;99,9;5235;97,2;5225;97,02878366;Ц;118,3;7;62;21;75;14;10;3;1;28;6;12;10;1586;2659;171;977;1511;13837;115;3351;10512;22;15;7;23;1;107;106;69;13;26;79;2697;105746,568;39208,96107;18491,464;6856,308491;2885;538,7488329;80826;28015,94454;5352,652;53,219;563,009;1314,998;3413,513;319,9987974;320,0005684;320;990,1317055;495,3263041;1064,450795;85,82833888;193,2927674
1065;9377131;131;;Konnersreuth, M;23,4791;37,13;13,11;11,05;102,39;102,39;1267,61;739,85;26,39;58,13;212,66;1825;1874;1780;926;-2,465753425;-5,016008538;77,72572402;75,80919932;96;151;51;154;128;409;458;333;14;11;27;25;-14;63;55;71;45;10;77;72;51;1;70;5;Ц;Ц;Ц;1;25;7;Ц;Ц;438;237;201;101;5;324;Х;Х;84;327;74,65753425;737;626;84,93894166;-299;0;5;11;14;9;0;39;39;1800;608;1518;Ц;8;6;2;Х;Х;1780;99,6;1692;94,6;1692;94,63087248;Ц;121,3;5;28;2;2;1;1;Ц;Ц;1;Ц;-1;2;511;750;26;229;495;4146;Х;Х;Х;8;5;3;8;1;42;40;37;4;11;20;834;27658,144;33163,24221;3698,277;4434,384892;905;495,3475643;23532;26002,20994;1171,327;26,062;123,179;282,131;736,747;360,0221025;345,0005602;330,0000958;655,4711807;310,8248461;688,2434247;433,2646894;463,2966292
1066;9377132;132;350;Krummennaab;17,6834;41,14;12,12;10,57;80,08;71,82;978,06;482,84;31,49;66,95;178,56;1748;1548;1471;742;-15,84668192;-4,974160207;98,86877828;83,20135747;76;105;44;122;90;357;371;306;8;14;15;12;2;100;99;98;98;1;42;37;24;1;114;6;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;65;36;29;Ц;5;Х;Х;Х;25;37;56,92307692;610;582;95,40983607;-545;1;4;4;8;6;4;27;26;1478;Х;Х;Х;8;10;Ц;Ц;Ц;1472;99,4;1387;93,7;1352;91,28966914;Ц;120,6;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;467;774;25;282;467;4092;Ц;Х;Х;8;7;1;10;0;0;0;0;Ц;7;16;767;21991,998;28672,74837;2903,408;3785,408083;826;555,1075269;19632;23767,55448;860,389;18,019;104,687;48,71;683,321;330,018315;330,0034675;380,0066998;579,7769542;141,8510782;589,2688679;456,2291105;496,1204654
1067;9377133;133;;Kulmain;35,5105;70,73;9,88;5,41;173,24;153,48;1639,21;1435,74;25,03;82,68;321,46;2134;2325;2269;1117;6,326148079;-2,408602151;66,08857231;63,89749366;125;184;65;195;113;598;528;461;26;12;12;24;-12;116;59;101;81;-22;126;95;60;1;82;5;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;132;53;79;9;4;39;Х;10;Х;76;57,57575758;895;839;93,74301676;-763;0;7;12;13;9;3;44;44;1784;Х;Х;28;14;23;Ц;Ц;Ц;2312;100;2261;97,8;2261;97,79411765;702;121,7;1;Х;2;2;Ц;Ц;Ц;Ц;1;Ц;Ц;1;698;1045;24;290;731;5899;Х;Х;Х;15;12;3;14;0;0;0;0;Х;10;6;1129;37901,562;33570,91408;5340,116;4729,95217;1279;567,6875277;34219;26754,4957;1587,835;35,488;166,102;163,354;1217,011;370,0135544;370,0035641;349,9981235;696,1135467;179,2284086;702,6146427;408,0210434;413,7487965
1068;9377137;137;347;Leonberg;51,3408;31,21;5,62;14,1;143,1;143,1;1707,71;2955,94;60,53;105,21;250,72;1075;1079;995;526;-7,441860465;-7,784986098;20,93883911;19,38059992;51;89;27;78;76;229;278;167;11;8;11;8;0;22;29;38;33;-4;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;40;31;9;4;9;Х;Х;Ц;3;19;47,5;398;377;94,72361809;-358;0;5;5;16;7;2;35;35;2345;943;1808;Х;5;6;Ц;Ц;Ц;1005;99,9;959;95,3;959;95,32803181;445;127,8;1;Х;5;8;1;1;Ц;Ц;1;Ц;Ц;1;316;436;11;121;304;2509;Х;Х;Х;8;7;1;8;0;0;0;0;Ц;Х;4;427;12957,602;30345,67213;1671,139;3913,674473;443;431,7738791;10300;23250,56433;552,709;45,201;61,343;76,027;369,008;359,9952214;349,9914418;324,9974472;557,728557;224,3632694;577,0918264;428,2381433;477,2790467
1069;9377139;139;;Mдhring, M;72,9307;50,43;8,84;8,84;204,27;204,27;3291,48;3427,56;34,39;124,12;384,13;1882;1833;1781;937;-5,366631243;-2,836879433;25,80556698;24,42067736;86;129;64;139;96;427;455;385;15;9;23;21;-12;94;85;132;77;8;62;65;38;1;60;2;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;202;144;58;15;15;141;17;Х;Х;112;55,44554455;682;592;86,80351906;-480;3;9;17;26;21;4;80;77;5772;2294;2918;51;6;4;Ц;Ц;Ц;1828;99,6;1683;91,7;1683;91,66666667;570;125,6;8;105;5;7;Ц;Ц;Ц;Ц;2;Ц;Ц;2;581;809;27;196;586;4701;76;1380;7425;6;3;3;5;0;0;0;0;Х;8;11;831;27688,844;33319,90854;3728,811;4487,137184;890;488,7424492;22313;25070,78652;1125,27;59,55;100,626;190,006;771,928;320,0064485;319,9961839;320,0010218;628,6424581;268,652514;666,0748603;439,8860335;451,4376059
1070;9377141;141;347;Mitterteich, St;39,3823;138,28;92,32;29,57;217,4;213,72;1783,08;1257,96;112,73;140,45;559,7;7311;6887;6619;3265;-9,465189441;-3,891389575;185,6526155;168,0802438;328;438;170;460;424;1547;1701;1551;60;68;109;98;-30;346;302;300;285;17;246;268;163;2;353;22;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;3517;2179;1338;340;7;1845;528;278;859;2385;67,8134774;2749;1618;58,85776646;767;0;8;14;24;16;0;62;62;2564;Х;412;Х;38;45;5;1381;60824;6632;99,9;6549;98,6;6549;98,64437415;Ц;142,1;6;51;7;8;9;7;1;1;20;4;4;12;1813;3526;235;1670;1621;16571;113;11449;26507;37;29;8;38;1;110;110;89;45;108;143;3654;104728,334;28661,28462;14405,7;3942,446634;3953;593,5435435;90720;22949,65849;6041,207;38,444;767,628;1551,665;3673,195;350;350,000456;349,9998243;908,9989467;455,3641288;941,7869395;314,9678002;324,5977011
1071;9377142;142;;Neualbenreuth, M;50,1255;40,21;8,82;80,37;147,49;147,49;1929,17;2560,03;29,27;104,14;348,76;1474;1417;1366;696;-7,327001357;-3,59915314;29,40355077;27,2491522;58;107;38;114;80;286;368;315;5;11;13;14;-3;64;110;70;99;11;74;47;20;1;52;2;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;277;97;180;48;Х;38;96;Х;Х;176;63,53790614;539;439;81,4471243;-263;0;13;15;16;10;2;56;56;1852;Х;2128;Х;14;11;Ц;Ц;Ц;1329;96,9;1306;95,2;1306;95,18950437;521;125,4;6;31;Ц;1;1;1;Ц;Ц;1;Ц;Ц;1;455;720;58;219;443;3764;716;25776;90431;4;4;Ц;4;0;0;0;0;Х;4;15;662;20243,841;30579,82024;2467,745;3727,71148;686;500,729927;17196;25067,05539;989,293;44,117;129,918;244,594;566,674;369,9849044;369,9997152;350,000555;710,6989943;370,7456897;727,0258621;416,433908;419,2306536
1072;9377143;143;349;Neusorg;17,8348;63,91;33,63;6,89;96,53;71,96;430,58;1055,14;13,23;45,91;224,95;2159;1936;1920;939;-11,06993979;-0,826446281;121,0880538;107,6836792;99;137;49;149;104;439;477;466;26;17;26;31;-14;129;83;126;83;0;71;78;36;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;353;155;198;16;Х;76;152;Х;100;260;73,65439093;725;632;87,17241379;-372;1;3;4;5;1;1;15;14;461;152;Х;Х;8;10;1;Х;Х;1935;100;1867;96,5;1867;96,48578811;73;121,4;6;16;Ц;-2;Ц;Ц;Ц;Ц;Ц;Ц;-1;1;573;937;29;331;577;4918;Х;Х;Х;10;8;2;10;1;52;46;41;4;16;27;1002;31505,715;31442,82934;4280,885;4272,340319;1079;563,1524008;28900;26784,05931;1537,45;13,765;231,98;295,451;993,367;370,0268817;350;359,9984599;804,1056485;345,9330544;824,3912134;309,9853556;333,74076
1073;9377145;145;347;Pechbrunn;26,459;39,46;12,89;3,82;128,68;110,38;440,57;1864,57;23,94;64,88;203,54;1615;1395;1362;659;-15,66563467;-2,365591398;61,03552532;51,4739229;79;109;35;73;67;332;325;342;14;13;14;14;-1;64;64;55;57;7;62;72;41;1;51;2;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;141;100;41;12;Ц;33;Х;4;Х;94;66,66666667;526;479;91,06463878;-385;0;1;3;2;6;0;12;12;626;279;Ц;Х;9;6;1;Х;Х;1340;98,9;1303;96,2;1303;96,16236162;16;112,1;1;Х;2;2;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;447;725;15;299;411;3737;Х;Х;Х;6;3;3;4;0;0;0;0;Ц;6;10;663;21136,947;31880,76471;2993,182;4514,603318;702;514,2857143;18496;26347,57835;858,846;15,117;103,875;103,039;635,365;300;300;319,9957608;632,9005158;217,0530582;672,1952837;366,1429624;411,2210835
1074;9377146;146;;Plцяberg, M;74,2148;74,78;101,24;15,83;299,01;299,01;3611,55;2823,08;168,06;142,28;632,54;3186;3351;3260;1646;2,322661645;-2,715607281;42,93221938;43,92938957;168;274;93;253;206;771;791;704;36;32;52;50;-18;124;117;125;113;4;124;110;76;1;124;7;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;1740;1328;412;327;40;1266;299;30;105;1375;79,02298851;1322;957;72,3903177;418;3;8;9;42;24;2;88;85;4006;Х;14603;23;18;12;5;1350;44704;3304;100;2966;89,8;2772;83,89830508;Ц;123,2;6;94;2;7;4;3;1;Ц;6;Ц;-1;7;974;1490;40;425;1025;8370;83;2072;8571;17;12;5;16;0;0;0;0;13;19;27;1503;55471,431;36907,13972;8129,462;5408,823686;1639;491,8967587;43946;26812,69067;4638,808;71,08;428,226;2431,502;1696,441;349,9926141;350,0008173;330;1421,638983;1135,874655;1547,056696;78,80110328;148,6841294
1075;9377148;148;349;Pullenreuth;43,2127;48,94;11,47;2;149,99;133,17;1570,35;2345,51;23,67;44,61;282,87;1983;1803;1710;898;-13,76701967;-5,158069884;45,89215459;39,57417265;68;109;54;128;82;422;451;396;12;6;19;21;-15;60;65;62;86;-21;64;62;45;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;292;222;70;49;Х;225;31;8;Х;213;72,94520548;710;632;89,01408451;-419;0;11;14;18;13;1;57;57;2535;1058;1256;6;13;14;1;Х;Х;1765;100;1183;67;1183;67,02549575;94;126,9;8;108;4;5;Ц;Ц;Ц;Ц;Ц;Ц;-1;1;544;802;24;272;506;4344;75;1118;4357;18;16;2;27;0;0;0;0;Х;8;20;828;27356,273;33038,97705;3788,261;4575,194444;857;490,2745995;21669;25284,71412;1509,492;46,557;128,572;568,215;763,796;359,9860821;345,0022808;369,9993868;873,0433777;498,3973395;884,91845;291,6460382;347,9295775
1076;9377149;149;350;Reuth b.Erbendorf;16,9063;37,87;3,44;5,93;76,94;60,72;551,92;904,23;34,37;43,64;146,65;1187;1227;1152;589;-2,948609941;-6,112469438;70,1951508;68,1253696;65;96;36;96;62;292;282;223;8;9;11;17;-8;54;46;82;49;-3;48;44;27;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;89;52;37;Х;6;Х;23;15;Х;56;62,92134831;459;426;92,81045752;-370;1;3;3;3;5;0;15;14;230;85;4223;Х;7;6;1;Х;Х;1168;99,5;1101;93,8;1082;92,16354344;Ц;107,6;Ц;Ц;3;3;1;1;Ц;Ц;1;Ц;1;Ц;372;573;16;218;339;3055;Х;Х;Х;4;4;Ц;7;0;0;0;0;3;6;9;591;16376,12;27709,1709;2054,687;3476,62775;629;529,4612795;15037;23906,20032;612,307;13,346;66,637;79,43;449,809;350,013113;350,0026262;350,0016148;532,9042646;177,3228895;543,613577;537,3890339;539,8154917
1077;9377154;154;;Tirschenreuth, St;103,9491;174,59;105,68;47,55;320,61;319,36;3947,44;4655,7;451,91;269,54;814,45;9740;9154;8736;4215;-10,30800821;-4,56630981;93,6988937;84,04040404;398;612;248;650;513;2003;2170;2142;61;66;146;138;-72;453;404;477;386;18;323;339;187;2;521;37;Ц;Ц;Ц;1;678;54;Ц;Ц;4549;2280;2269;217;27;1685;853;334;1650;2959;65,04726313;3357;1768;52,6660709;1191;5;11;19;39;25;5;104;99;5977;Х;5128;Х;58;50;8;1423;62567;8843;100;8624;97,5;8458;95,60302928;464;123;10;50;17;24;15;14;Ц;1;23;Ц;5;18;2379;4500;233;1926;2341;22322;251;8402;30813;33;29;4;42;1;76;75;74;39;92;167;4422;145749,908;32960,1782;21068,313;4764,430801;4660;523,713194;121859;26150;15440,722;88,126;1181,917;9002,284;5148,129;375,0042553;374,9998414;340,0000059;1763,042019;1601,591688;1897,206554;Ц;Ц
1078;9377157;157;;Waldershof, St;60,3725;98,52;44,69;21,39;252,56;228,48;2302,42;3053,23;29,61;92,19;496,74;4300;4405;4297;2138;-0,069767442;-2,451759364;71,22743084;71,17773729;207;262;156;337;217;1012;1096;1010;30;39;76;43;-4;217;205;189;169;36;175;140;76;1;119;7;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;1283;859;424;259;3;772;310;43;155;997;77,70849571;1761;1475;83,75922771;-478;2;5;9;15;10;2;43;41;2256;895;24;Х;31;25;5;483;13869;4268;100;3764;88,2;3733;87,46485473;1146;122,3;5;30;3;4;4;3;1;Ц;6;1;1;4;1309;2225;95;907;1223;11158;Х;Х;Х;16;14;2;20;1;78;74;81;14;32;38;2232;73553,266;32953,97222;11350,328;5085,272401;2416;562,1219172;63228;26170,5298;8344,005;50,071;425,257;5474,508;2385,649;350;339,9988807;340,000021;1949,533879;1788,568692;2112,769626;Ц;Ц
